woo_id,entity_type,severity,code,detail,recommended_action
17663,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
17665,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
17860,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18359,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18407,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18477,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18482,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18488,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18632,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18636,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18638,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18642,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18645,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18649,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18735,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18738,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18742,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18748,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18752,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18756,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18834,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18838,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18843,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18893,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
18897,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19224,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19572,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19575,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19579,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19653,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19656,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19658,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19738,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19754,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19756,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19858,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19860,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
19863,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20187,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20525,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20539,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20546,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20568,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20595,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20616,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20622,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20625,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20627,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20632,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20634,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20637,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20647,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20770,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
20773,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21659,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21820,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21822,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21824,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21827,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21830,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21854,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21856,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21858,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21860,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21973,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
21976,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
23464,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
23521,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
23868,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
23957,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
24052,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
24654,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25089,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25092,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25095,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25099,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25109,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25111,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25113,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25115,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25117,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25119,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25122,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25129,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25217,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25219,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25366,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25369,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25371,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25372,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
25374,product,LOW,missing_sku,No SKU set at product level,Import without SKU (Shopify allows this) or backfill before import
1726,product,MEDIUM,ambiguous_vendor,"vendor='Accessories _make_up' is a data-entry placeholder, not a real brand","STOP - needs human input on the real vendor per product, not automatable"
2369,product,MEDIUM,ambiguous_vendor,"vendor='Accessories _make_up' is a data-entry placeholder, not a real brand","STOP - needs human input on the real vendor per product, not automatable"
2370,product,MEDIUM,ambiguous_vendor,"vendor='Accessories _make_up' is a data-entry placeholder, not a real brand","STOP - needs human input on the real vendor per product, not automatable"
2371,product,MEDIUM,ambiguous_vendor,"vendor='Accessories _make_up' is a data-entry placeholder, not a real brand","STOP - needs human input on the real vendor per product, not automatable"
2372,product,MEDIUM,ambiguous_vendor,"vendor='Accessories _make_up' is a data-entry placeholder, not a real brand","STOP - needs human input on the real vendor per product, not automatable"
25369,product,MEDIUM,missing_category,No product_cat assigned,Import without a collection assignment; assign manually post-import
25089,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25092,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25109,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25111,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25113,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25115,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25117,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25217,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25219,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
25369,product,MEDIUM,missing_price,status=draft,Quarantine - cannot set a Shopify price from empty source data
70,product,MEDIUM,zero_images,No product images,Import without media; source an image before or after
1704,product,MEDIUM,zero_images,No product images,Import without media; source an image before or after
21973,product,MEDIUM,zero_images,No product images,Import without media; source an image before or after
25369,product,MEDIUM,zero_images,No product images,Import without media; source an image before or after
